Status,Fiber Distance(m),Rx Power(dBm),maintenance_required
active,2169,-21.9,0
active,2149,-23.1,0
active,1941,-20.5,0
active,772,-19.9,0
active,1800,-25.6,0
active,1800,-21.2,0
active,1650,-21.4,0
active,2336,-26.9,0
active,1713,-27.9,1
active,2390,-23.2,0
active,939,-25.3,0
active,917,-25,0
active,1690,-23.4,0
active,1825,-21.8,0
active,1820,-22,0
active,1712,-28.5,1
active,836,-22.3,0
active,901,-19.6,0
active,1129,-22.6,0
active,244,-20.6,0
active,215,-21.7,0
active,228,-20,0
active,201,-19.5,0
active,261,-18.5,0
active,606,-18.6,0
active,376,-24.3,0
active,540,-24.8,0
active,3265,-22.4,0
active,3278,-27.4,1
active,2083,-20.9,0
active,2944,-18.9,0
active,2869,-26.9,0
active,1885,-24.8,0
active,3619,-20.4,0
active,3241,-19.3,0
active,3312,-29.2,1
active,2783,-23,0
active,2769,-24.9,0
active,2782,-21.6,0
active,2774,-20.5,0
active,2414,-20,0
active,2052,-24.8,0
active,2479,-30.9,1
active,2429,-19.9,0
active,3049,-20.1,0
active,1907,-21.1,0
active,2810,-19.1,0
active,3323,-20.4,0
active,2290,-20.2,0
active,1910,-26.9,0
active,2384,-21.2,0
active,1892,-24.9,0
active,1696,-22.8,0
active,2192,-19.7,0
active,2143,-21.6,0
active,2070,-19.7,0
active,2202,-21.6,0
active,2150,-21.9,0
active,2402,-20.1,0
active,2493,-17.8,0
active,2406,-23,0
active,2426,-20.3,0
active,2065,-26.9,0
active,2184,-21.7,0
active,2235,-19.4,0
active,1336,-24.8,0
active,1558,-26.9,0
active,1799,-26.9,0
active,2189,-26,0
active,1527,-17.4,0
active,2060,-26.5,0
active,1618,-20,0
active,1586,-19.3,0
active,1540,-18,0
active,1543,-18.7,0
active,1554,-19.6,0
active,2111,-21,0
active,1553,-19.8,0
active,1616,-21.4,0
active,1536,-23.6,0
active,2224,-21.7,0
active,1586,-23.9,0
active,1589,-19.8,0
active,1702,-22.7,0
active,2785,-23.8,0
active,1840,-26.9,0
active,2519,-20.9,0
active,1877,-27.6,1
active,1619,-22.5,0
active,2224,-28.5,1
active,1602,-19.6,0
active,912,-19.5,0
active,2410,-23.9,0
active,1262,-18.9,0
active,2329,-26.3,0
active,1834,-19,0
active,2123,-26.1,0
active,2092,-21.2,0
active,2262,-21.9,0
active,2109,-21.2,0
active,2051,-19.9,0
active,2322,-19.8,0
active,1222,-21.7,0
active,1408,-19.2,0
active,1133,-20.2,0
active,1216,-22.5,0
active,843,-21.9,0
active,1334,-17.6,0
active,587,-17.2,0
active,1398,-18.4,0
active,724,-24,0
active,707,-24.9,0
active,1315,-18.2,0
active,1199,-25.8,0
active,805,-22.4,0
active,1061,-20.9,0
active,655,-20.2,0
active,1320,-20.8,0
active,3164,-24.3,0
active,3267,-24.6,0
active,3104,-24.6,0
active,3151,-24.2,0
active,3218,-30.9,1
active,3254,-22.1,0
active,3208,-24.8,0
active,3250,-18.4,0
active,1500,-24.5,0
active,1540,-25.5,0
active,1504,-26,0
active,2752,-26.5,0
active,2508,-26.9,0
active,2779,-25,0
active,3104,-27.6,1
active,2767,-27.2,0
active,2197,-31.5,1
active,2761,-27.4,1
active,2588,-26.9,0
active,2193,-25.5,0
active,2194,-25,0
active,2381,-25.8,0
active,2302,-15.8,0
active,2305,-25.6,0
active,3273,-25.8,0
active,2364,-29.5,1
active,2315,-18.5,0
active,3091,-24.8,0
active,2326,-29.2,1
active,2303,-24.6,0
active,3129,-30.9,1
active,2556,-25.2,0
active,1826,-24.4,0
active,2639,-30.9,1
active,1409,-17.3,0
active,1369,-23,0
active,1237,-19.6,0
active,2163,-25.3,0
active,1372,-18.5,0
active,1651,-23,0
active,1436,-29.2,1
active,2546,-20.4,0
active,1438,-18.3,0
active,1619,-19.8,0
active,2304,-21.9,0
active,1771,-21.7,0
active,1230,-18,0
active,2627,-22.1,0
active,2265,-19.9,0
active,1440,-21.2,0
active,1359,-20.4,0
active,2194,-18.9,0
active,2531,-26.1,0
active,2676,-25,0
active,1893,-20,0
active,1243,-20.4,0
active,1264,-23.9,0
active,1233,-20.6,0
active,1967,-25.3,0
active,1929,-20.3,0
active,1891,-21.2,0
active,2054,-22.4,0
active,2595,-25.5,0
active,2666,-28.2,1
active,1973,-21,0
active,2645,-28.8,1
active,1966,-24.8,0
active,2527,-26.3,0
active,1243,-20.9,0
active,2059,-20.2,0
active,2504,-27.6,1
active,1996,-21.1,0
active,2568,-24.6,0
active,1762,-26.3,0
active,1822,-26.3,0
active,1508,-31.5,1
active,1821,-26.9,0
active,1883,-33,1
active,1596,-25.5,0
active,2264,-24.8,0
active,1492,-25,0
active,1108,-26.5,0
active,1464,-27.9,1
active,2253,-24.9,0
active,1699,-26.9,0
active,1721,-26,0
active,1938,-26.9,0
active,908,-25.5,0
active,1546,-24.3,0
active,1840,-30.9,1
active,927,-24,0
active,1701,-25.5,0
active,1613,-24.1,0
active,1775,-26.1,0
active,1457,-24.5,0
active,1004,-26.3,0
active,2363,-25.3,0
active,2300,-23.3,0
active,1983,-22.7,0
active,1208,-21.7,0
active,2152,-23,0
active,2341,-22.5,0
active,1587,-21.3,0
active,1656,-21.8,0
active,1491,-21.7,0
active,2108,-33,1
active,2337,-23,0
active,2245,-27.9,1
active,2227,-23.7,0
active,1338,-23,0
active,1451,-22.4,0
active,2402,-26.3,0
active,2341,-24.3,0
active,1930,-23.3,0
active,2016,-24,0
active,2158,-22.9,0
active,1571,-22.3,0
active,1369,-22.3,0
active,1224,-24.8,0
active,1329,-21.1,0
active,1540,-26.1,0
active,2018,-22.5,0
active,1722,-24.4,0
active,1967,-24.1,0
active,1402,-23.8,0
active,1316,-24,0
active,2583,-25.5,0
active,2755,-21.9,0
active,3354,-25.2,0
active,2710,-27.6,1
active,2279,-28.2,1
active,3639,-23.7,0
active,3669,-23.9,0
active,3706,-23.6,0
active,3663,-28.5,1
active,2850,-25.2,0
active,3716,-24.9,0
active,2394,-26.9,0
active,2301,-22.2,0
active,3651,-23.8,0
active,3347,-26.1,0
active,3779,-23.9,0
active,3760,-25,0
active,3633,-24.5,0
active,3721,-27.9,1
active,4159,-21.8,0
active,3198,-30.4,1
active,3654,-25.3,0
active,4210,-27.2,0
active,3735,-23.4,0
active,3147,-23.1,0
active,3379,-23.1,0
active,2312,-27.2,0
active,4104,-25.3,0
active,3833,-23.2,0
active,3690,-33.9,1
active,3107,-27.4,1
active,3736,-22.4,0
active,3158,-23.7,0
active,3915,-25.6,0
active,4088,-21.2,0
active,3074,-23.6,0
active,4139,-26,0
active,3155,-23.8,0
active,4035,-24.1,0
active,3252,-25.2,0
active,2498,-24.4,0
active,2623,-28.2,1
active,3068,-22.5,0
active,3664,-27.4,1
active,2537,-21.4,0
active,2569,-23,0
active,3124,-24.5,0
active,3169,-24.4,0
active,3365,-31.5,1
active,4193,-26.3,0
active,4095,-24.8,0
active,2363,-21.6,0
active,3177,-27.2,0
active,3419,-29.5,1
active,2394,-26.1,0
active,2507,-24.9,0
active,3324,-24.9,0
active,4351,-27.2,0
active,2860,-21.2,0
active,4081,-25.5,0
active,2998,-26.7,0
active,3292,-26.5,0
active,4390,-24.2,0
active,3023,-24.1,0
active,2972,-26,0
active,4091,-26.1,0
active,4594,-26.1,0
active,2587,-24.6,0
active,2960,-23.5,0
active,4322,-26.9,0
active,3993,-25.5,0
active,4573,-28.8,1
active,2839,-26.9,0
active,3202,-25.8,0
active,2866,-24.2,0
active,4092,-27.6,1
active,4426,-27.2,0
active,3022,-23.6,0
active,3058,-26.9,0
active,4465,-25.6,0
active,3892,-23.4,0
active,3371,-25.8,0
active,2805,-23.6,0
active,2923,-22.4,0
active,2795,-24.5,0
active,2305,-24.3,0
active,2901,-21.7,0
active,2880,-23.1,0
active,2423,-28.2,1
active,2725,-26,0
active,2334,-22.4,0
active,2731,-24,0
active,3863,-26.1,0
active,2726,-26.3,0
active,2350,-22.5,0
active,3207,-25,0
active,1836,-23.7,0
active,1888,-19.6,0
active,1784,-22.2,0
active,2171,-22.1,0
active,2525,-20.9,0
active,2466,-24.9,0
active,2130,-17.1,0
active,1605,-17.2,0
active,1524,-23.7,0
active,1777,-20.5,0
active,1487,-21,0
active,1787,-21.5,0
active,1614,-18,0
active,2424,-23.7,0
active,1692,-20.4,0
active,2613,-20.4,0
active,1803,-20.3,0
active,1857,-29.9,1
active,2188,-26.9,0
active,2050,-22.5,0
active,1059,-27.2,0
active,2329,-31.5,1
active,1030,-25.6,0
active,1010,-26.5,0
active,1456,-19.9,0
active,1840,-20.8,0
active,2271,-19.5,0
active,1952,-23.5,0
active,2313,-24.3,0
active,1061,-24.8,0
active,1134,-28.8,1
active,1583,-20.4,0
active,2976,-21.3,0
active,1842,-18.5,0
active,2883,-17.4,0
active,2400,-28.8,1
active,2830,-22,0
active,2860,-18.3,0
active,3216,-20.6,0
active,2159,-22.1,0
active,2232,-23.4,0
active,3362,-20.5,0
active,3037,-20.9,0
active,3928,-19.9,0
active,4483,-29.2,1
active,4327,-22,0
active,4191,-18.9,0
active,3986,-22.2,0
active,4291,-24.6,0
active,4465,-19.7,0
active,4695,-22.7,0
active,4404,-20.5,0
active,5023,-20.9,0
active,2092,-21.9,0
active,2174,-19.4,0
active,2128,-21.9,0
active,1920,-27.6,1
active,3021,-20.7,0
active,1956,-20.8,0
active,2056,-19.6,0
active,2309,-21.6,0
active,2034,-23.3,0
active,2994,-23.7,0
active,2061,-24.1,0
active,2947,-24.5,0
active,1924,-17,0
active,2513,-24.5,0
active,1878,-19,0
active,2610,-21,0
active,2489,-23,0
active,1890,-21.7,0
active,1927,-19.7,0
active,2161,-18.1,0
active,2091,-19.6,0
active,2038,-19.2,0
active,2214,-24.6,0
active,1792,-25.2,0
active,1427,-24.1,0
active,1741,-29.2,1
active,2570,-23,0
active,2593,-23.7,0
active,1498,-21.2,0
active,2645,-26.7,0
active,2590,-30.4,1
active,2204,-26.1,0
active,1852,-26.3,0
active,2677,-26,0
active,1436,-27.9,1
active,2624,-23.2,0
active,2614,-25,0
active,2054,-24.1,0
active,3139,-28.8,1
active,2863,-23.7,0
active,2860,-22.8,0
active,3954,-23.5,0
active,4051,-23.8,0
active,3304,-27.2,0
active,3158,-27.6,1
active,3065,-31.5,1
active,2782,-26.1,0
active,3285,-28.5,1
active,3012,-23.1,0
active,3331,-28.5,1
active,3041,-25.3,0
active,3065,-23,0
active,3249,-26.1,0
active,2937,-24.4,0
active,2940,-26.7,0
active,3107,-24.8,0
active,3029,-24.1,0
active,3039,-26,0
active,2899,-24.6,0
active,3106,-27.4,1
active,3763,-22.3,0
active,3093,-27.2,0
active,2796,-23,0
active,2927,-25,0
active,3091,-25,0
active,2407,-25.5,0
active,3101,-26,0
active,4025,-21.8,0
active,2832,-25.5,0
active,3937,-24.3,0
active,4071,-24.8,0
active,2883,-23.8,0
active,4156,-19.5,0
active,2979,-25.3,0
active,3918,-21.5,0
active,3746,-27.4,1
active,4008,-26.1,0
active,3912,-24,0
active,4177,-20.8,0
active,3764,-21.7,0
active,3765,-24.1,0
active,1626,-26.3,0
active,2693,-26.7,0
active,2432,-25.6,0
active,2170,-22.2,0
active,1591,-26.5,0
active,2485,-26.7,0
active,2562,-23.9,0
active,3019,-29.2,1
active,3129,-24.5,0
active,2448,-26.1,0
active,2655,-26.5,0
active,1809,-27.6,1
active,2180,-28.5,1
active,3217,-23,0
active,1554,-25.5,0
active,3348,-13.1,0
active,1423,-26,0
active,1834,-27.9,1
active,1534,-26.7,0
active,2245,-27.4,1
active,2510,-25.6,0
active,2299,-26,0
active,3375,-23.3,0
active,1875,-27.2,0
active,1771,-27.6,1
active,1838,-26.5,0
active,2583,-26.5,0
active,1517,-27.4,1
active,2644,-26.5,0
active,2712,-25.2,0
active,4599,-22.3,0
active,3108,-24.8,0
active,2512,-27.4,1
active,2996,-25.8,0
active,2720,-24.6,0
active,3535,-28.2,1
active,3859,-27.9,1
active,3030,-23.5,0
active,4586,-27.9,1
active,3466,-21.3,0
active,2385,-27.2,0
active,2377,-26.1,0
active,4654,-21.7,0
active,3035,-29.9,1
active,2866,-36.7,1
active,3556,-25.2,0
active,4458,-26.3,0
active,2939,-23.1,0
active,2922,-28.8,1
active,2417,-33,1
active,4716,-24,0
active,2932,-18.6,0
active,2548,-22.9,0
active,2730,-25.3,0
active,3143,-27.9,1
active,4517,-26.7,0
active,4619,-26.1,0
active,3666,-25.2,0
active,4576,-24.4,0
active,4488,-24.4,0
active,3596,-24.5,0
active,3549,-29.9,1
active,2995,-25.5,0
active,2843,-28.5,1
active,4758,-26,0
active,4566,-23,0
active,3957,-23.6,0
active,3611,-25.8,0
active,2980,-27.2,0
active,3788,-29.9,1
active,3581,-22.4,0
active,3080,-24.5,0
active,4396,-24,0
active,3637,-29.5,1
active,2120,-14.7,0
active,2180,-22.7,0
active,3724,-21.9,0
active,3641,-27.9,1
active,3630,-24,0
active,2131,-24.1,0
active,2366,-26,0
active,2029,-20.2,0
active,3101,-27.6,1
active,3114,-22.3,0
active,2510,-24.6,0
active,3670,-29.2,1
active,3770,-24.4,0
active,3147,-24.3,0
active,2363,-22.6,0
active,3185,-21.6,0
active,3219,-20.8,0
active,3041,-26.9,0
active,2843,-24,0
active,2960,-26.1,0
active,3256,-21.5,0
active,2796,-25.3,0
active,2079,-19.8,0
active,2194,-21.6,0
active,2043,-21.6,0
active,2091,-21.9,0
active,2796,-23,0
active,2139,-21.2,0
active,2200,-23.5,0
active,3012,-29.5,1
active,2176,-24.8,0
active,2713,-19.4,0
active,2181,-19.9,0
active,2210,-21,0
active,2894,-21.9,0
active,2512,-23.1,0
active,2933,-24.6,0
active,2410,-22.7,0
active,2353,-21.2,0
active,2348,-23.5,0
active,2914,-22.1,0
active,2886,-23.8,0
active,2298,-22.9,0
active,2831,-27.9,1
active,3033,-21.1,0
active,3409,-26.5,0
active,3262,-23,0
active,2503,-26.5,0
active,2541,-26.1,0
active,2809,-21.5,0
active,2796,-20.8,0
active,3245,-23.5,0
active,3410,-27.2,0
active,2508,-23.2,0
active,3527,-23,0
active,2423,-23.1,0
active,3097,-24.4,0
active,2562,-22.3,0
active,2938,-22,0
active,3595,-23.3,0
active,2923,-24.4,0
active,3571,-22.8,0
active,2607,-30.4,1
active,2445,-25.2,0
active,2986,-23.9,0
active,2537,-25.6,0
active,2880,-23.2,0
active,2899,-20.5,0
active,2619,-22.5,0
active,3003,-25.2,0
active,2597,-26.9,0
active,2465,-23.1,0
active,2989,-21.8,0
active,2874,-26.5,0
active,2543,-27.6,1
active,3671,-25.8,0
active,2941,-22.6,0
active,3106,-28.2,1
active,4237,-25.8,0
active,3732,-23.7,0
active,4248,-28.8,1
active,4994,-24.8,0
active,4852,-24.9,0
active,4203,-27.2,0
active,4787,-29.2,1
active,3882,-31.5,1
active,3782,-29.5,1
active,3678,-23.7,0
active,4047,-26.7,0
active,4820,-24.9,0
active,4221,-26.7,0
active,4203,-25.5,0
active,4721,-24.8,0
active,4093,-25.6,0
active,4869,-23.7,0
active,3817,-25.6,0
active,3813,-25.2,0
active,3888,-29.5,1
active,4050,-26,0
active,4190,-25.2,0
active,3908,-25,0
active,5099,-21.1,0
active,4711,-25.5,0
active,4787,-27.9,1
active,5118,-24.5,0
active,4614,-25.3,0
active,4671,-20.2,0
active,4154,-20.1,0
active,4575,-28.5,1
active,4911,-22.9,0
active,3924,-20.6,0
active,4062,-22.2,0
active,4735,-25.8,0
active,4684,-23.9,0
active,4015,-18.7,0
active,4698,-20.5,0
active,4732,-27.2,0
active,4061,-26,0
active,3917,-21.8,0
active,4498,-26.7,0
active,4566,-27.6,1
active,4729,-20,0
active,4627,-25.5,0
active,4538,-24.3,0
active,4232,-24.6,0
active,4477,-24.5,0
active,4355,-23.4,0
active,5037,-21.4,0
active,5147,-27.4,1
active,5327,-29.5,1
active,4650,-24,0
active,4119,-23.8,0
active,5213,-28.5,1
active,6052,-26,0
active,5264,-24.4,0
active,3849,-24.5,0
active,6164,-26.3,0
active,6151,-28.5,1
active,6122,-22.4,0
active,5245,-31.5,1
active,6495,-27.4,1
active,6169,-28.8,1
active,4012,-27.4,1
active,5127,-29.9,1
active,3982,-27.6,1
active,4147,-24.8,0
active,5204,-28.5,1
active,3864,-27.6,1
active,4774,-27.2,0
active,6465,-27.2,0
active,6007,-27.6,1
active,5013,-28.8,1
active,6151,-27.6,1
active,5279,-24.9,0
active,5120,-25,0
active,5376,-27.4,1
active,5384,-24.6,0
active,6310,-26.9,0
active,5055,-27.2,0
active,4725,-27.6,1
active,5117,-25.3,0
active,4773,-27.9,1
active,5235,-29.2,1
active,5209,-23.9,0
active,6401,-24.6,0
active,4745,-22.4,0
active,1696,-21.7,0
active,1513,-18,0
active,1621,-20.8,0
active,1945,-23.9,0
active,2599,-21.4,0
active,2560,-23.6,0
active,1901,-21.3,0
active,1799,-26.1,0
active,1777,-21.9,0
active,2958,-26.9,0
active,2629,-20.9,0
active,2965,-22.6,0
active,2347,-24.3,0
active,2308,-21.4,0
active,2825,-20.9,0
active,2729,-22.5,0
active,2131,-24.3,0
active,2699,-20.9,0
active,1804,-24.6,0
active,1815,-19.6,0
active,1976,-23.2,0
active,2474,-23.5,0
active,1564,-25,0
active,1647,-22.3,0
active,3351,-21.6,0
active,4167,-21.7,0
active,3945,-20.9,0
active,3569,-19.4,0
active,4224,-23,0
active,3869,-22.4,0
active,4312,-28.2,1
active,4340,-19.7,0
active,4132,-23.3,0
active,3973,-21.8,0
active,3454,-23.2,0
active,6383,-27.2,0
active,6258,-30.4,1
active,5614,-25,0
active,5525,-23.2,0
active,5444,-23.3,0
active,5701,-25.8,0
active,5285,-29.9,1
active,5473,-26.3,0
active,5406,-25,0
active,5358,-26.3,0
active,5527,-25.5,0
active,5422,-24.3,0
active,5425,-27.2,0
active,5371,-24.3,0
active,5913,-25.6,0
active,6488,-25,0
active,2464,-18.9,0
active,2430,-27.6,1
active,3019,-17.5,0
active,2818,-20.1,0
active,2532,-18.2,0
active,2905,-22,0
active,3586,-22.8,0
active,2518,-18.8,0
active,2381,-17.7,0
active,2573,-22.5,0
active,2917,-19.9,0
active,2847,-22.8,0
active,2535,-20.8,0
active,3168,-24.9,0
active,3146,-29.1,1
active,2873,-18.8,0
active,3284,-23.4,0
active,2938,-24.1,0
active,2586,-20.3,0
active,3213,-26.5,0
active,3125,-21.2,0
active,3016,-26.1,0
active,3491,-24.9,0
active,4023,-25.2,0
active,3340,-22.7,0
active,3924,-27.4,1
active,3291,-29.2,1
active,3208,-21.9,0
active,4043,-29.9,1
active,3169,-24,0
active,3483,-27.2,0
active,3558,-21.6,0
active,3130,-23.3,0
active,3564,-24.4,0
active,3972,-22.7,0
active,3404,-21.9,0
active,3578,-20.6,0
active,3601,-23,0
active,3331,-20.8,0
active,3353,-24,0
active,3242,-22.7,0
active,4066,-21.2,0
active,3357,-26,0
active,3210,-22.5,0
active,2931,-23.2,0
active,2833,-23,0
active,2759,-22.9,0
active,2815,-22.2,0
active,2833,-26,0
active,3165,-22.9,0
active,2754,-21.9,0
active,3252,-21.9,0
active,3304,-20.9,0
active,2699,-25.6,0
active,2654,-32.2,1
active,2646,-23.1,0
active,2819,-24.1,0
active,2435,-27.6,1
active,3131,-24.9,0
active,2963,-20.8,0
active,3715,-24.1,0
active,2965,-19.3,0
active,3534,-28.2,1
active,3211,-20.5,0
active,3053,-24.5,0
active,2681,-27.9,1
active,2125,-18.9,0
active,3104,-22.2,0
active,2178,-29.2,1
active,1958,-18.7,0
active,2954,-30.9,1
active,1980,-21.7,0
active,2144,-22.1,0
active,2672,-21.1,0
active,2426,-26.3,0
active,2411,-24.6,0
active,2395,-21.3,0
active,2146,-19.7,0
active,3100,-24.3,0
active,3097,-20.2,0
active,2232,-30.9,1
active,3118,-26.7,0
active,3115,-26.7,0
active,2645,-19.6,0
active,2500,-18.7,0
active,2899,-21.4,0
active,3191,-25.6,0
active,3159,-22.6,0
active,3398,-23.5,0
active,3399,-30.9,1
active,2301,-22.5,0
active,2501,-21.9,0
active,2522,-19.2,0
active,3153,-24.6,0
active,2585,-20.8,0
active,2624,-26.5,0
active,2711,-21.7,0
active,3173,-22.7,0
active,2548,-23.4,0
active,3043,-26.7,0
active,2593,-21,0
active,2486,-22.5,0
active,3650,-28.8,1
active,3638,-24.9,0
active,3633,-25.8,0
active,2529,-25,0
active,3232,-24.6,0
active,3571,-23.2,0
active,3597,-26.1,0
active,3069,-22.7,0
active,3524,-29.2,1
active,4334,-20.3,0
active,4509,-15.8,0
active,4635,-25.6,0
active,4692,-20.5,0
active,4433,-23.6,0
active,4659,-25.5,0
active,4391,-22.2,0
active,4414,-24.3,0
active,4279,-20.6,0
active,4878,-23.8,0
active,4366,-25.2,0
active,4136,-24.4,0
active,4533,-21.6,0
active,4659,-29.5,1
active,4409,-26.1,0
active,4623,-26,0
active,4385,-21.9,0
active,4308,-24.6,0
active,4372,-23.3,0
active,2831,-19.8,0
active,3917,-25.3,0
active,3899,-24.5,0
active,3895,-20.1,0
active,3405,-23.2,0
active,3624,-27.9,1
active,3694,-24.8,0
active,3283,-22.1,0
active,3406,-40,1
active,3740,-28.5,1
active,3490,-24.6,0
active,2984,-21.3,0
active,3494,-23,0
active,3959,-29.5,1
active,3759,-25.6,0
active,3338,-23.5,0
active,2958,-23.8,0
active,3136,-22.1,0
active,3785,-21.6,0
active,3817,-25.6,0
active,3103,-23,0
active,3884,-21.2,0
active,3284,-17.9,0
active,3256,-24.6,0
active,2889,-24.8,0
active,3922,-21.1,0
active,3080,-21.7,0
active,3187,-19.1,0
active,3202,-20.1,0
active,3101,-22.7,0
active,4055,-24.8,0
active,4290,-21.1,0
active,4820,-29.2,1
active,4253,-27.9,1
active,4628,-28.8,1
active,4982,-26.3,0
active,4654,-24,0
active,4614,-25.3,0
active,4245,-23.5,0
active,3361,-22.9,0
active,4318,-23.7,0
active,3585,-21.5,0
active,3642,-22.2,0
active,4761,-25.8,0
active,3517,-25.3,0
active,4669,-25.8,0
active,4807,-26.9,0
active,3633,-27.4,1
active,4785,-24.5,0
active,4657,-23.3,0
active,4287,-24.8,0
active,4333,-24.4,0
active,4180,-26.7,0
active,4763,-22.9,0
active,4230,-26.5,0
active,4835,-25.3,0
active,3725,-29.9,1
active,3236,-25.3,0
active,4689,-21.5,0
active,4218,-26.9,0
active,4757,-23,0
active,4255,-22.7,0
active,3758,-23.5,0
active,5092,-23.3,0
active,4904,-33.9,1
active,4333,-26,0
active,3622,-22.9,0
active,3695,-26.5,0
active,4507,-21.7,0
active,3687,-25.3,0
active,4815,-24.9,0
active,4405,-26.9,0
active,4480,-23.6,0
active,4723,-29.5,1
active,4822,-21.7,0
active,4312,-21.9,0
active,4254,-26.1,0
active,4354,-23.1,0
active,3845,-23.7,0
active,4829,-26.3,0
active,4421,-24.4,0
active,4566,-24.8,0
active,4580,-23.1,0
active,4198,-23.2,0
active,4236,-22.3,0
active,3898,-24.3,0
active,4248,-27.9,1
active,4118,-22.2,0
active,4199,-33,1
active,4209,-24.3,0
active,5174,-23.2,0
active,4777,-25.2,0
active,4487,-24.1,0
active,3701,-24.8,0
active,3982,-23.6,0
active,4419,-22.8,0
active,4420,-25.8,0
active,3800,-21.3,0
active,3872,-24.4,0
active,3083,-23.1,0
active,4735,-23.7,0
active,4354,-21.8,0
active,5154,-24.4,0
active,4808,-23.5,0
active,5227,-23.4,0
active,4465,-22.1,0
active,4649,-26.5,0
active,3714,-28.8,1
active,5185,-24.1,0
active,5221,-26,0
active,4855,-23.3,0
active,4725,-25,0
active,4626,-27.2,0
active,4705,-20.3,0
active,4624,-24.5,0
active,3969,-24,0
active,5109,-26.7,0
active,3855,-25.5,0
active,3965,-32.2,1
active,4039,-25.6,0
active,4038,-29.5,1
active,4013,-29.2,1
active,4748,-25,0
active,3852,-23.4,0
active,4009,-25.2,0
active,5916,-24.3,0
active,4856,-24.4,0
active,4773,-24.9,0
active,6067,-19.5,0
active,6121,-24.6,0
active,4884,-17.8,0
active,4933,-27.9,1
active,4925,-26.7,0
active,4004,-21.5,0
active,6177,-20.5,0
active,4920,-25.5,0
active,4680,-27.6,1
active,5291,-20.1,0
active,5284,-22.4,0
active,5948,-20.4,0
active,5148,-28.2,1
active,5371,-19.5,0
active,4805,-23.9,0
active,4010,-26.9,0
active,5392,-21,0
active,4943,-24.6,0
active,4103,-19.3,0
active,4688,-23.9,0
active,5280,-20.4,0
active,4095,-18.2,0
active,4105,-19.3,0
active,5946,-23,0
active,4647,-25.3,0
active,6079,-26,0
active,6191,-21.6,0
active,5404,-25.2,0
active,3983,-18.9,0
active,4688,-25.8,0
active,6140,-19.8,0
active,5576,-22.5,0
active,6222,-22.5,0
active,3336,-27.4,1
active,3277,-28.8,1
active,3993,-25.6,0
active,4807,-26.7,0
active,4250,-26.7,0
active,3193,-27.9,1
active,3861,-29.9,1
active,4883,-26.7,0
active,3523,-22.8,0
active,4130,-26,0
active,4658,-26.7,0
active,3880,-23.7,0
active,4559,-28.5,1
active,4510,-24.9,0
active,4078,-26.7,0
active,3924,-29.2,1
active,3326,-25.6,0
active,4944,-23,0
active,4506,-23,0
active,4915,-24.3,0
active,3431,-25.2,0
active,4679,-23.4,0
active,4734,-28.8,1
active,4555,-21.2,0
active,3392,-26.5,0
active,4833,-24,0
active,4913,-27.9,1
active,4150,-22.9,0
active,4463,-23.4,0
active,4425,-24.5,0
active,4482,-23.9,0
active,3729,-28.2,1
active,3478,-23.3,0
active,3357,-26.5,0
active,3331,-27.6,1
active,4372,-21.1,0
active,3756,-24.6,0
active,3367,-25.5,0
active,4712,-23.5,0
active,4079,-24.2,0
active,4755,-26,0
active,3447,-22.8,0
active,3756,-18,0
active,3907,-19,0
active,3717,-15.2,0
active,4888,-27.9,1
active,4859,-28.8,1
active,4171,-25.5,0
active,6262,-24.4,0
active,6501,-21.5,0
active,6510,-22.9,0
active,6605,-26,0
active,6441,-19.5,0
active,6427,-24.4,0
active,6445,-26.1,0
active,6432,-23.7,0
active,6544,-27.4,1
active,6925,-18.7,0
active,6525,-25.2,0
active,6608,-22.2,0
active,6713,-22.5,0
active,6312,-23.1,0
active,6486,-21.9,0
active,6248,-20.8,0
active,6471,-22.7,0
active,6564,-20.9,0
active,6499,-21.5,0
active,6307,-24.4,0
active,6112,-22.7,0
active,6197,-22.5,0
active,6147,-26.5,0
active,5817,-21.4,0
active,6207,-26,0
active,6068,-21.5,0
active,6142,-20.8,0
active,6656,-24.9,0
active,6018,-22.8,0
active,5208,-29.5,1
active,6181,-23.2,0
active,6055,-25.6,0
active,6328,-22.8,0
active,6157,-24.8,0
active,5234,-22.4,0
active,5406,-29.2,1
active,5261,-20.3,0
active,5609,-23.1,0
active,5318,-25,0
active,6139,-25.2,0
active,6000,-23.3,0
active,5547,-27.6,1
active,6320,-22.2,0
active,6107,-24.3,0
active,6040,-21.5,0
active,5377,-24.9,0
active,5356,-22,0
active,5347,-22,0
active,5375,-19.9,0
active,5175,-23.6,0
active,5476,-26.5,0
active,5474,-25.2,0
active,5643,-21.5,0
active,5363,-21.9,0
active,5700,-23.5,0
active,5273,-23.9,0
active,5114,-21.4,0
active,5289,-21.4,0
active,5174,-29.9,1
active,5278,-20.4,0
active,5641,-24.6,0
active,5177,-22.4,0
active,4683,-23.1,0
active,4614,-22.8,0
active,4924,-21,0
active,4915,-23,0
active,4611,-20.8,0
active,4641,-26.5,0
active,5032,-26.7,0
active,5024,-26.5,0
active,4609,-24.8,0
active,4656,-26.3,0
active,4590,-26.3,0
active,4671,-25.3,0
active,4074,-27.4,1
active,4553,-24.1,0
active,4604,-27.2,0
active,6462,-24.3,0
active,6657,-25.2,0
active,6558,-25.2,0
active,6474,-23.4,0
active,6396,-23.8,0
